Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
825,0,0,0,0,0,0,0,-205,300,0,-18.302,-3.4137,-86.5613,18059.3,-16269.8,-3007.69,205,300,0
825,1,0,0,0,0,0,0,-205,300,0,-17.9968,-2.80335,-84.7302,16960.7,-16269.8,-3282.35,205,300,0
825,2,0,0,0,0,0,0,-205,300,0,-18.9123,-3.71887,-87.1716,18059.3,-15903.6,-2916.13,205,300,0
825,3,0,0,0,0,0,0,-205,300,0,-17.9968,-2.80335,-85.3406,18425.5,-16269.8,-2733.03,205,300,0
825,4,0,0,0,0,0,0,-205,300,0,-17.6916,-3.10852,-86.5613,18425.5,-16513.9,-2641.48,205,300,0
826,0,0,0,0,0,0,0,-205,300,0,-17.3865,-4.02405,-87.1716,18608.6,-16513.9,-3099.24,205,300,0
826,1,0,0,0,0,0,0,-205,300,0,-17.9968,-3.10852,-85.9509,17693.1,-16147.7,-2733.03,205,300,0
826,2,0,0,0,0,0,0,-205,300,0,-16.7761,-3.4137,-85.9509,18242.4,-16147.7,-3007.69,205,300,0
826,3,0,0,0,0,0,0,-205,300,0,-19.2175,-3.10852,-87.1716,18059.3,-16513.9,-3099.24,205,300,0
826,4,0,0,0,0,0,0,-205,300,0,-18.9123,-3.4137,-84.7302,18242.4,-16269.8,-2916.13,205,300,0
827,0,0,0,0,0,0,0,-205,300,0,-17.0813,-2.49817,-85.3406,18059.3,-16513.9,-2641.48,205,300,0
827,1,0,0,0,0,0,0,-205,300,0,-17.9968,-4.32922,-85.9509,17693.1,-16513.9,-3099.24,205,300,0
827,2,0,0,0,0,0,0,-205,300,0,-18.6072,-3.4137,-88.3923,18242.4,-15903.6,-3007.69,205,300,0
827,3,0,0,0,0,0,0,-205,300,0,-18.6072,-4.32922,-87.1716,17693.1,-16269.8,-2824.58,205,300,0
827,4,0,0,0,0,0,0,-205,300,0,-17.0813,-2.49817,-86.5613,17876.2,-16147.7,-2733.03,205,300,0
828,0,0,0,0,0,0,0,-205,300,0,-17.6916,-3.10852,-85.9509,17876.2,-16269.8,-3190.79,205,300,0
828,1,0,0,0,0,0,0,-205,300,0,-18.9123,-3.4137,-84.7302,17876.2,-16269.8,-2916.13,205,300,0
828,2,0,0,0,0,0,0,-205,300,0,-17.9968,-3.4137,-85.9509,18425.5,-16147.7,-2916.13,205,300,0
828,3,0,0,0,0,0,0,-205,300,0,-17.3865,-3.4137,-85.9509,18425.5,-16391.8,-2824.58,205,300,0
828,4,0,0,0,0,0,0,-205,300,0,-18.302,-4.02405,-85.9509,17876.2,-16269.8,-3373.9,205,300,0
829,0,0,0,0,0,0,0,-205,300,0,-17.9968,-4.6344,-87.1716,18242.4,-16269.8,-3190.79,205,300,0
829,1,0,0,0,0,0,0,-205,300,0,-17.9968,-3.10852,-85.9509,18059.3,-16391.8,-3007.69,205,300,0
829,2,0,0,0,0,0,0,-205,300,0,-18.9123,-3.10852,-87.782,17876.2,-16269.8,-2916.13,205,300,0
829,3,0,0,0,0,0,0,-205,300,0,-18.6072,-2.49817,-85.9509,17693.1,-16269.8,-2641.48,205,300,0
