Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1745,0,-12.104,-90.4749,472.908,-86841.1,27720.7,3670.89,-263.618,116.368,-8.85101e-06,-6.4002,78.3734,363.268,-64887.5,-6870.36,2027.7,223.913,121.378,2.85573e-06
1745,1,-14.5454,-88.6438,472.908,-87024.2,27598.6,3396.23,-263.359,115.981,-8.81204e-06,-7.01055,79.2889,362.047,-64704.3,-7114.5,2485.47,224.651,121.282,2.96718e-06
1745,2,-11.4936,-90.1697,473.518,-86474.9,27598.6,3670.89,-263.284,117.378,-8.80068e-06,-5.48468,79.5941,362.047,-64521.2,-7236.58,2210.81,224.988,121.788,3.01809e-06
1745,3,-13.0195,-90.78,472.908,-87939.7,26622.1,3213.12,-261.294,114.045,-8.50023e-06,-7.62091,79.2889,361.437,-64521.2,-7236.58,2027.7,225.022,121.487,3.02319e-06
1745,4,-11.1884,-91.6956,471.077,-87390.4,28209,3396.23,-264.882,114.488,-9.04193e-06,-5.48467,79.5941,361.437,-65253.7,-7114.5,2485.47,224.684,119.46,2.97219e-06
1746,0,-12.104,-89.2542,472.297,-87756.6,26988.3,3396.23,-262.143,114.192,-8.62829e-06,-5.78985,78.6786,361.437,-65070.6,-6992.43,1936.15,224.346,119.967,2.9212e-06
1746,1,-12.104,-90.78,471.687,-87573.5,26500,3304.68,-261.181,114.34,-8.48315e-06,-6.70538,78.9838,361.437,-65253.7,-6992.43,2119.26,224.346,119.46,2.9212e-06
1746,2,-13.3247,-90.1697,471.687,-87024.2,26744.2,3213.12,-261.699,115.504,-8.5613e-06,-5.78985,78.0682,360.826,-64887.5,-6992.43,2485.47,224.379,120.17,2.92614e-06
1746,3,-13.6298,-89.5593,471.077,-87390.4,27232.4,3487.78,-262.809,114.488,-8.7289e-06,-6.4002,78.0682,360.216,-65070.6,-7236.58,2302.36,225.09,119.357,3.03344e-06
