Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1092,0,-5.64579,-23.0133,223.641,26519.2,13729.7,1089.66,-266.392,418.579,-9.2699e-06,0.206252,30.6958,324.799,-27695.1,20590.8,191.891,141.604,214.732,-9.57248e-06
1092,1,-5.34061,-23.3185,223.031,27251.6,13241.5,1272.77,-264.371,422.187,-8.96469e-06,-1.01445,31.001,321.136,-27878.2,20712.9,466.549,140.501,213.189,-9.73904e-06
1092,2,-3.81473,-21.7926,224.252,26885.4,13607.7,1089.66,-265.68,419.889,-9.16247e-06,2.34248,27.644,320.526,-27878.2,20712.9,558.102,140.378,213.024,-9.75758e-06
1092,3,-4.73026,-23.6237,223.641,26336.1,13607.7,1089.66,-265.846,417.76,-9.18748e-06,-0.404099,31.3062,320.526,-27512,20712.9,558.102,140.378,214.166,-9.75758e-06
1092,4,-5.95096,-24.234,223.031,27800.9,13119.4,723.453,-263.823,424.65,-8.88205e-06,-0.404099,30.6958,321.747,-27695.1,21079.1,832.76,139.485,213.923,-9.89242e-06
1093,0,-6.86649,-22.403,223.641,27434.7,13363.5,998.112,-264.754,422.673,-9.02264e-06,2.34248,30.6958,321.747,-27695.1,20835,8.78515,140.244,213.923,-9.77785e-06
1093,1,-5.34061,-22.403,223.641,26885.4,14218,998.111,-268.575,420.216,-9.59957e-06,-1.31963,31.3062,322.968,-27145.8,20957,374.996,140.111,215.949,-9.79796e-06
1093,2,-5.64579,-23.3185,221.2,26885.4,14950.4,1181.22,-272.588,421.543,-1.02055e-05,0.511428,31.001,322.357,-27695.1,20957,1198.97,139.988,214.086,-9.81651e-06
1093,3,-3.20438,-23.6237,223.641,26519.2,13241.5,723.453,-264.208,418.579,-8.94023e-06,-0.709275,31.6113,322.968,-27695.1,21079.1,924.313,139.733,214.248,-9.85504e-06
1093,4,-4.11991,-24.234,224.252,28167.1,12875.2,906.559,-262.414,425.605,-8.66931e-06,0.511428,30.6958,320.526,-27695.1,20590.8,649.654,140.759,213.595,-9.70008e-06
1094,0,-5.64579,-22.403,223.641,26885.4,12631.1,1272.77,-261.479,420.216,-8.52813e-06,0.816604,30.6958,321.747,-27512,20957,374.996,139.865,214.492,-9.83514e-06
1094,1,-3.20438,-20.2667,222.421,26702.3,14340.1,1089.66,-269.473,420.053,-9.73513e-06,2.34248,30.3906,322.968,-27328.9,20835,741.207,140.489,215.382,-9.74089e-06
1094,2,-3.81473,-25.1495,224.862,27251.6,13119.4,1089.66,-263.344,421.192,-8.80972e-06,-0.709275,31.3062,321.136,-27695.1,20835,558.102,140.121,213.759,-9.79643e-06
1094,3,-4.42509,-23.0133,223.031,27617.8,13729.7,1181.22,-266.56,423.829,-9.29527e-06,0.816604,31.3062,321.747,-27328.9,20835,741.207,140.244,215.061,-9.77785e-06
1094,4,-5.64579,-22.7081,221.81,26702.3,13973.9,1272.77,-267.999,420.383,-9.51262e-06,0.206252,30.6958,321.747,-27695.1,20957,649.654,139.865,213.923,-9.83514e-06
1095,0,-4.11991,-22.403,224.252,26885.4,13485.6,998.111,-265.136,419.889,-9.08028e-06,-0.404099,31.3062,322.357,-27695.1,20957,924.313,139.988,214.086,-9.81651e-06
1095,1,-4.11991,-22.0978,223.641,25420.5,13607.7,1089.66,-265.846,413.667,-9.18748e-06,0.511428,31.001,322.968,-27878.2,20835,649.654,140.489,213.681,-9.74089e-06
