Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
2616,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2616,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2616,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2616,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2616,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2617,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2617,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2617,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2617,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2617,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2618,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2618,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2618,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2618,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2618,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2619,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2619,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
