Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1611,0,1.61505,-47.6638,423.726,8775.28,15467.2,850.555,-241.503,320.71,-5.51179e-06,-0.571684,53.3073,489.302,-105553,26627.6,881.638,150.58,84.278,-8.21713e-06
1611,1,1.30987,-44.0017,420.674,8042.86,14368.6,667.449,-239.156,319.119,-5.15743e-06,0.343843,55.1384,488.081,-106652,26993.8,423.874,149.694,81.4875,-8.35097e-06
1611,2,3.14093,-44.9173,422.505,7127.33,14612.7,942.107,-239.586,316.869,-5.22233e-06,0.343844,55.7487,486.25,-105553,26749.7,149.216,149.988,82.9241,-8.30661e-06
1611,3,2.53058,-46.138,420.674,8042.86,16077.6,667.449,-243.219,319.119,-5.77085e-06,1.86972,53.6125,489.912,-105004,26749.7,332.322,150.399,85.668,-8.24452e-06
1611,4,3.75128,-47.3587,419.453,8225.96,14612.7,850.555,-239.838,319.611,-5.26033e-06,0.0386672,54.8332,489.912,-105553,26871.7,240.769,150.15,84.5468,-8.28214e-06
1612,0,2.53058,-47.0535,418.843,8225.96,15101,1308.32,-241.054,319.64,-5.44402e-06,1.56455,54.2228,490.522,-105919,26993.8,57.6635,149.969,84.0683,-8.30941e-06
1612,1,3.44611,-47.3587,417.622,10057,15711.4,667.45,-242.621,324.082,-5.68062e-06,0.0386669,55.4435,491.743,-105553,26993.8,-125.442,150.106,85.349,-8.28878e-06
1612,2,3.4461,-46.138,420.064,9141.49,15345.2,1033.66,-241.531,321.762,-5.51596e-06,2.48007,53.6125,492.964,-106469,26871.7,698.533,150.489,84.0234,-8.23087e-06
1612,3,1.0047,-44.6121,418.232,8225.96,14246.5,1033.66,-239.064,319.668,-5.14347e-06,0.0386666,54.528,493.574,-106469,27482.1,423.874,149.32,84.2905,-8.40741e-06
1612,4,2.83575,-45.5276,418.843,8409.07,15101,759.002,-241.054,320.077,-5.44402e-06,0.343842,55.7487,494.185,-106286,27360,149.216,149.636,84.9274,-8.35973e-06
1613,0,2.83575,-46.7483,417.622,7676.64,14978.9,1399.87,-240.867,318.382,-5.4158e-06,0.343842,56.0539,494.185,-106652,27238,332.322,149.883,84.1863,-8.32243e-06
1613,1,1.30987,-48.5794,418.843,8592.17,14612.7,1216.77,-239.888,320.514,-5.26799e-06,0.0386664,55.1384,494.795,-106469,27238,-216.995,149.951,84.8226,-8.31216e-06
1613,2,3.75128,-46.4431,416.401,8775.28,14612.7,1033.66,-240.093,321.074,-5.29888e-06,2.78525,55.7487,494.795,-106286,27238,332.322,149.951,85.1927,-8.31216e-06
1613,3,3.14093,-48.2742,415.181,7493.54,14978.9,484.344,-241.078,318.049,-5.44765e-06,0.649018,56.9694,496.626,-107384,27482.1,240.769,149.662,83.7725,-8.35575e-06
1613,4,2.2254,-44.6121,414.57,8225.96,13636.2,1216.77,-237.892,319.842,-4.9666e-06,-0.571685,55.7487,496.016,-106652,27482.1,149.216,149.594,84.983,-8.36603e-06
1614,0,2.2254,-47.0535,414.57,8409.07,15345.2,850.555,-242.015,320.284,-5.58905e-06,0.649018,55.7487,497.236,-107201,27360,698.532,149.976,84.4062,-8.30842e-06
1614,1,1.61505,-47.0535,414.57,6394.91,14490.7,1033.66,-239.953,315.425,-5.27783e-06,2.1749,55.4435,496.626,-107201,27482.1,57.6633,149.662,84.1412,-8.35575e-06
1614,2,2.83575,-48.2742,413.35,8409.07,14612.7,1033.66,-240.352,320.344,-5.338e-06,0.954193,56.9694,498.457,-107567,27360,515.427,150.111,84.1994,-8.28808e-06
1614,3,1.30988,-45.8328,412.739,7493.54,14490.7,942.108,-240.109,318.156,-5.30124e-06,0.649018,56.6642,497.847,-107934,27482.1,-33.8895,149.798,83.1993,-8.33526e-06
1614,4,1.30988,-44.6121,411.519,8409.07,13880.3,1033.66,-238.73,320.434,-5.09301e-06,0.954193,56.6642,499.067,-107750,27970.4,-125.442,148.955,84.0965,-8.4626e-06
1615,0,3.75128,-46.4431,412.739,7310.43,13880.3,1125.21,-238.63,317.712,-5.07795e-06,1.56454,58.8005,499.678,-108483,27726.2,-125.442,149.512,82.8944,-8.37849e-06
1615,1,1.0047,-45.2224,409.688,7859.75,12659.6,1216.77,-235.901,319.185,-4.66587e-06,2.78525,57.8849,500.898,-107934,27726.2,423.874,149.647,84.5202,-8.35807e-06
1615,2,3.75128,-45.2224,409.077,6761.12,13758.2,850.555,-238.632,316.528,-5.07835e-06,1.25937,56.3591,502.729,-108117,28214.5,423.874,148.877,84.9408,-8.47429e-06
1615,3,4.97199,-42.781,409.688,7676.64,13758.2,850.555,-238.582,318.738,-5.07078e-06,0.954192,56.3591,503.95,-108483,27726.2,332.321,149.982,84.735,-8.30746e-06
1615,4,2.2254,-44.6121,408.467,7127.33,13514.1,942.107,-238.085,317.449,-4.99569e-06,1.56454,57.8849,502.729,-108483,28214.5,-33.8896,148.877,84.2123,-8.47429e-06
1616,0,1.92023,-45.8328,409.077,8592.17,13392,667.45,-237.737,321.004,-4.94318e-06,0.954193,58.1901,503.34,-108483,28092.4,423.874,149.188,84.474,-8.42739e-06
1616,1,4.05646,-46.138,406.025,7859.75,12049.3,1125.21,-234.676,319.358,-4.48097e-06,1.25937,57.5798,503.95,-108849,27970.4,149.216,149.498,84.0083,-8.38061e-06
1616,2,4.36163,-46.4431,406.636,7127.33,13025.8,1582.98,-237.033,317.528,-4.83687e-06,1.56454,58.1901,506.392,-108849,28214.5,515.427,149.283,85.0497,-8.413e-06
1616,3,4.05646,-45.2224,403.584,7493.54,12903.8,850.555,-236.973,318.567,-4.82777e-06,0.343841,58.1901,505.781,-109215,28580.7,423.874,148.492,84.0662,-8.53248e-06
1616,4,2.53058,-45.5276,406.025,7859.75,12537.5,667.449,-235.879,319.358,-4.66256e-06,2.1749,56.9694,506.392,-109398,28214.5,423.874,149.283,83.9649,-8.413e-06
1617,0,4.97199,-44.9173,404.194,7310.43,12659.6,759.002,-236.321,318.086,-4.72928e-06,1.86972,57.8849,508.223,-109215,28336.6,240.768,149.244,85.1035,-8.41896e-06
1617,1,2.83576,-42.4759,404.805,7493.54,13025.8,1033.66,-237.178,318.511,-4.85875e-06,0.649016,58.1901,508.223,-109948,28702.8,515.427,148.523,83.6624,-8.52776e-06
1617,2,6.49787,-42.1707,402.363,7676.64,11805.1,1033.66,-234.339,319.079,-4.43013e-06,0.954192,56.6642,510.054,-109765,28336.6,698.532,149.444,84.798,-8.38874e-06
1617,3,1.30988,-44.6121,402.363,5662.48,12537.5,1125.21,-236.16,314.073,-4.70499e-06,3.3956,60.0212,511.274,-110314,28336.6,240.768,149.577,84.2374,-8.36871e-06
1617,4,3.75128,-44.0017,400.532,7676.64,11561,1216.77,-233.864,319.166,-4.35835e-06,1.25937,57.8849,511.274,-110314,28458.7,332.321,149.338,84.2374,-8.40476e-06
1618,0,4.97199,-43.3914,402.974,6761.12,11927.2,850.555,-234.598,316.778,-4.46916e-06,2.17489,59.716,512.495,-111046,28458.7,332.321,149.47,83.3222,-8.38474e-06
1618,1,2.83576,-41.5603,399.312,6394.91,12171.3,1033.66,-235.481,316.015,-4.60247e-06,2.48007,59.1056,511.274,-110314,28336.6,240.768,149.577,84.2374,-8.36871e-06
