Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
894,0,5.27713,-76.0452,633.076,132738,34998.5,1674.55,-260.283,509.671,-8.34753e-06,-14.3046,38.964,361.128,-5028.24,29923.5,-2414.25,122.139,286.076,-1.25117e-05
894,1,6.49783,-76.3504,628.804,133287,35242.6,2040.76,-261.047,511.969,-8.46287e-06,-13.0839,40.7951,366.011,-4845.13,30778,-2505.8,120.91,286.762,-1.26973e-05
894,2,3.1409,-74.2141,623.311,129625,34876.4,2223.86,-260.954,507.962,-8.44874e-06,-14.3046,40.1847,367.231,-4845.13,31144.2,-2963.56,120.192,286.806,-1.28057e-05
894,3,3.1409,-73.2986,620.869,132005,34632.3,2040.76,-260.78,512.614,-8.42259e-06,-12.1683,41.7106,374.556,-4845.13,31632.5,-2872.01,120.547,287.064,-1.27521e-05
894,4,4.66678,-72.9934,616.597,129442,34632.3,1766.1,-261.167,509.929,-8.48095e-06,-13.0839,40.4899,374.556,-4112.71,31388.3,-2780.46,121.198,289.02,-1.26537e-05
895,0,4.05643,-74.5193,614.155,129625,34876.4,1674.55,-261.788,511.062,-8.57469e-06,-13.9994,42.321,379.438,-4662.03,32120.8,-2963.56,120.347,287.713,-1.27823e-05
895,1,2.53055,-71.7727,609.273,129076,33411.6,1766.1,-259.838,511.852,-8.28038e-06,-13.3891,43.8469,382.49,-4845.13,31876.6,-3146.67,121.66,287.333,-1.25839e-05
895,2,4.3616,-74.5193,606.831,127611,33655.7,2223.86,-260.461,510.29,-8.37444e-06,-11.8632,43.5417,387.983,-5211.34,32731.1,-2505.8,120.638,286.568,-1.27383e-05
895,3,2.83573,-71.4676,601.338,127428,34021.9,2132.31,-261.577,511.907,-8.54289e-06,-13.3891,44.152,390.425,-5028.24,32731.1,-3146.67,121.165,287.121,-1.26587e-05
895,4,3.1409,-72.0779,598.286,126878,32801.2,2132.31,-259.825,512.07,-8.27839e-06,-11.8632,45.9831,395.308,-4478.92,33219.4,-2963.56,120.966,288.67,-1.26888e-05
896,0,4.05643,-70.552,594.014,125413,32190.9,1674.55,-259.192,511.129,-8.18278e-06,-12.4735,46.5934,394.697,-4662.03,33463.5,-2963.56,120.217,288.188,-1.28018e-05
896,1,3.75125,-66.8899,590.352,124681,33167.4,1949.21,-261.183,511.198,-8.48332e-06,-13.3891,47.2038,402.021,-4478.92,33951.8,-3329.77,120.547,288.859,-1.2752e-05
896,2,4.36161,-68.1106,584.248,123399,31946.7,2406.97,-259.68,511.211,-8.25646e-06,-11.8632,48.1193,403.242,-5028.24,33341.5,-2963.56,122.317,287.531,-1.24849e-05
896,3,6.19266,-68.721,582.417,123582,32435,1766.1,-260.69,512.189,-8.40901e-06,-12.1684,49.6452,410.566,-4845.13,34318,-3146.67,121.413,288.199,-1.26213e-05
896,4,5.27714,-68.1106,576.924,121385,30970.2,1857.65,-258.682,510.401,-8.10569e-06,-11.558,48.4245,408.735,-5211.34,34073.9,-3055.11,121.636,287.25,-1.25876e-05
897,0,2.53055,-66.8899,575.093,119920,32068.8,1857.65,-260.763,508.523,-8.41995e-06,-12.4735,53.3073,417.28,-5028.24,34928.4,-3421.33,121.295,287.95,-1.26391e-05
897,1,2.83573,-65.364,569.6,119554,31824.7,1949.2,-260.872,509.891,-8.43643e-06,-13.0839,52.3918,417.891,-5394.45,34562.2,-3146.67,122.294,287.091,-1.24883e-05
897,2,1.61503,-66.8899,571.431,119005,31946.7,1582.99,-260.907,508.258,-8.44165e-06,-11.8632,50.8659,424.604,-5211.34,35538.7,-3787.54,121.302,287.727,-1.26381e-05
897,3,2.83573,-64.4485,561.055,118272,31336.4,1582.99,-260.853,510.804,-8.43351e-06,-9.72695,51.7814,423.994,-5028.24,35660.8,-3146.67,120.893,288.141,-1.26998e-05
897,4,3.14091,-65.0589,562.275,118639,30726,1949.2,-259.646,510.997,-8.25129e-06,-11.558,53.0021,431.318,-5211.34,35782.9,-3146.67,122.038,287.918,-1.25269e-05
898,0,1.92021,-61.3968,553.731,115709,30970.2,2406.97,-260.93,508.962,-8.4452e-06,-10.9477,53.3073,430.708,-5211.34,35904.9,-3329.77,121.637,287.901,-1.25874e-05
898,1,2.53056,-62.6175,550.679,115709,30115.7,2132.31,-259.688,510.12,-8.2577e-06,-11.558,54.528,436.201,-5577.56,36515.3,-3879.09,121.288,287.213,-1.26402e-05
898,2,4.05644,-61.0916,545.796,113695,30603.9,2040.76,-261.072,508.31,-8.46666e-06,-11.8632,53.6125,436.811,-4845.13,36637.4,-3512.88,121.125,288.908,-1.26647e-05
898,3,1.92021,-62.3123,544.575,114244,29383.2,2132.31,-258.956,509.786,-8.14717e-06,-11.8632,56.9694,445.967,-5211.34,36759.4,-3512.88,122.574,288.315,-1.2446e-05
898,4,0.394329,-59.8709,538.472,113329,29749.5,2315.41,-260.248,510.463,-8.34221e-06,-10.6425,55.4435,443.525,-5028.24,37003.6,-3879.09,121.569,288.663,-1.25977e-05
899,0,1.61503,-62.0071,536.03,112596,29017,1674.55,-259.133,510.055,-8.17389e-06,-10.6425,56.6642,449.019,-5394.45,37491.9,-3695.98,121.503,287.986,-1.26077e-05
899,1,1.61503,-61.7019,529.316,110765,28895,1949.2,-259.589,509.261,-8.24274e-06,-9.72695,57.5798,450.239,-5394.45,37613.9,-4062.19,121.458,288.019,-1.26145e-05
899,2,2.22539,-60.176,527.485,111314,29871.5,1949.2,-261.63,511.028,-8.5509e-06,-8.81143,58.4953,455.122,-5211.34,38102.2,-3879.09,121.281,288.55,-1.26412e-05
899,3,2.22539,-56.2088,518.94,108934,28772.9,2132.31,-260.445,509.916,-8.37203e-06,-11.558,57.8849,456.343,-5211.34,38224.3,-4336.85,121.238,288.58,-1.26477e-05
899,4,1.30986,-58.345,518.94,109300,27918.4,2315.41,-258.799,510.622,-8.1234e-06,-11.558,60.6315,463.057,-5577.56,38346.4,-3970.64,122.189,287.955,-1.25042e-05
900,0,2.53056,-57.1243,511.616,107652,28650.8,2132.31,-261.001,510.416,-8.45586e-06,-9.42178,61.8522,461.836,-5577.56,38712.6,-3879.09,121.177,287.923,-1.2657e-05
900,1,0.0891576,-57.7346,510.396,107652,27430.1,1857.65,-258.743,510.919,-8.11495e-06,-10.6425,61.8522,468.55,-5394.45,39445,-4153.75,120.815,288.487,-1.27116e-05
900,2,-0.521193,-55.5984,503.071,106371,26575.6,2132.31,-257.827,511.442,-7.97662e-06,-9.72695,63.3781,469.16,-5211.34,38834.6,-4245.3,122.225,288.892,-1.24986e-05
900,3,0.394335,-55.5984,500.63,105638,27063.9,2040.76,-259.06,511.01,-8.16279e-06,-7.28555,63.3781,475.264,-5211.34,39689.1,-4703.06,121.49,289.035,-1.26096e-05
900,4,0.394336,-55.5984,495.137,105272,26941.8,2315.41,-259.413,512.612,-8.21612e-06,-10.6425,63.9885,473.433,-5211.34,39933.3,-4519.96,120.652,288.992,-1.27362e-05
901,0,1.30986,-55.5984,494.526,103441,27186,2132.31,-259.974,509.171,-8.30081e-06,-9.42178,64.904,481.367,-5028.24,40299.5,-4519.96,121.281,289.554,-1.26412e-05
901,1,0.0891613,-55.2932,485.981,102342,25965.3,2223.86,-258.429,510.589,-8.06748e-06,-9.1166,66.4299,481.978,-5760.66,40543.6,-4336.85,120.881,288.048,-1.27017e-05
901,2,-0.52119,-55.5984,484.15,101244,26331.5,2406.97,-259.387,509.116,-8.21221e-06,-8.20108,67.6506,485.64,-5760.66,40543.6,-4519.96,121.515,288.138,-1.26059e-05
901,3,1.30987,-53.4622,477.437,100328,25354.9,2132.31,-258.106,510.139,-8.01884e-06,-8.81143,67.6506,486.86,-5211.34,41031.9,-4153.75,120.721,289.296,-1.27257e-05
901,4,-0.826365,-52.8518,476.216,100694,25599.1,2406.97,-258.755,511.447,-8.11681e-06,-6.6752,67.3454,492.964,-5394.45,41398.1,-4428.41,121.022,289.057,-1.26803e-05
902,0,-1.13154,-54.3777,471.943,98313.9,25477,1949.2,-258.983,508.317,-8.15123e-06,-7.8959,69.1764,492.353,-5577.56,41764.3,-4611.51,120.174,288.672,-1.28084e-05
