Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
2210,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2210,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2210,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2210,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2210,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2211,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2211,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2211,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2211,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2211,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2212,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2212,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2212,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2212,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2212,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2213,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2213,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2213,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2213,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
