Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1028,0,19.0101,-52.2415,369.404,86778.2,-5162.65,-7755.39,-191.024,534.914,2.11026e-06,-12.1684,75.28,579.634,26649,28458.7,-1407.16,155.902,345.976,-7.41354e-06
1028,1,19.6204,-52.2415,371.846,87144.4,-5528.87,-7938.5,-190.131,534.356,2.24511e-06,-14.3046,76.5007,579.634,26282.8,28458.7,-2048.03,155.902,345.344,-7.41354e-06
1028,2,17.4842,-52.2415,371.846,86228.9,-5284.72,-7938.5,-190.788,531.894,2.14597e-06,-13.3891,75.8903,579.634,26282.8,28336.6,-1773.37,156.113,345.344,-7.38174e-06
1028,3,17.7894,-53.157,371.235,88792.4,-4674.37,-7938.5,-192.409,539.181,1.90125e-06,-13.0839,77.111,579.023,26282.8,28702.8,-1864.92,155.429,345.392,-7.48502e-06
1028,4,17.4842,-53.157,371.846,86595.1,-5895.08,-8213.15,-189.146,532.879,2.39382e-06,-13.6943,75.28,578.413,26099.7,28702.8,-1864.92,155.377,345.123,-7.49292e-06
1029,0,17.7894,-51.9363,370.625,86412,-6627.5,-8030.05,-187.118,533.152,2.7001e-06,-13.0839,77.111,580.854,26465.9,28336.6,-1681.82,156.216,345.564,-7.36623e-06
1029,1,20.2308,-52.2415,371.235,86961.3,-5650.94,-7572.28,-189.778,534.248,2.29845e-06,-13.3891,75.28,580.854,25733.5,28336.6,-1498.71,156.216,344.303,-7.36623e-06
1029,2,21.1463,-54.0725,371.235,85313.4,-6383.36,-7938.5,-187.805,529.809,2.59636e-06,-14.3046,77.111,579.023,26465.9,28580.7,-1864.92,155.64,345.708,-7.45319e-06
1029,3,18.7049,-52.8518,372.456,85679.6,-5284.72,-8213.15,-190.811,530.039,2.14246e-06,-13.3891,76.5007,579.023,26282.8,28580.7,-1773.37,155.64,345.392,-7.45319e-06
