Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
2490,0,-13.0334,-52.2415,503.682,-8619.74,41590.3,4604.21,-287.573,282.887,-1.24681e-05,7.36289,52.6969,436.201,-103905,23209.6,2712.69,151.791,61.7952,-8.03427e-06
2490,1,-13.3386,-54.9881,504.292,-8985.96,42078.6,4329.56,-288.441,282.181,-1.25992e-05,7.36289,53.6125,436.201,-104455,23087.6,2438.03,152.071,60.5359,-7.99201e-06
2490,2,-14.2541,-53.7674,503.682,-8985.96,42566.8,4329.56,-289.511,282.159,-1.27609e-05,6.14219,51.7814,437.422,-104455,22843.4,2438.03,152.777,61.2042,-7.88543e-06
2490,3,-13.6438,-54.3777,503.071,-9169.06,42078.6,4512.66,-288.643,281.774,-1.26298e-05,6.75254,52.6969,438.643,-104455,23209.6,2529.59,152.088,61.8687,-7.98955e-06
2490,4,-14.2541,-54.0725,502.461,-8619.74,42444.8,4421.11,-289.474,282.845,-1.27552e-05,10.4147,53.3073,437.422,-104638,22965.5,2438.03,152.498,60.7856,-7.92757e-06
2491,0,-13.9489,-54.9881,503.071,-9718.38,42322.7,4604.21,-289.129,280.682,-1.27031e-05,6.14219,51.4762,436.201,-104271,23087.6,2071.82,152.071,60.9557,-7.99201e-06
2491,1,-14.2541,-53.4622,504.902,-9901.48,41468.2,4238,-287.131,280.389,-1.24015e-05,6.75254,53.6125,436.201,-104271,22965.5,2346.48,152.351,60.9557,-7.94976e-06
2491,2,-12.7282,-52.8518,506.733,-8802.85,41468.2,4512.66,-286.834,282.628,-1.23566e-05,6.14219,54.528,438.032,-104088,23087.6,2254.93,152.293,62.3729,-7.9586e-06
2491,3,-12.7282,-51.326,503.682,-8985.96,41956.5,4512.66,-288.3,282.159,-1.25779e-05,7.36289,52.6969,437.422,-104455,22843.4,2346.48,152.777,61.2042,-7.88543e-06
2491,4,-13.3386,-51.326,504.902,-8985.96,43177.2,3963.35,-290.516,282.203,-1.29125e-05,7.97325,52.6969,436.811,-104638,23087.6,2163.38,152.145,60.4513,-7.98085e-06
2492,0,-13.0334,-52.2415,504.292,-7338.01,42200.6,4695.77,-288.683,285.449,-1.26358e-05,5.83701,52.0866,438.032,-104088,23453.8,2438.03,151.457,62.3729,-8.08484e-06
2492,1,-13.9489,-53.4622,502.461,-7704.22,41712.3,4146.45,-288.016,284.667,-1.25351e-05,6.14219,53.9177,436.811,-103905,23209.6,2529.59,151.866,62.1281,-8.02304e-06
2492,2,-14.2541,-55.5984,501.851,-10450.8,42444.8,4421.11,-289.577,279.175,-1.27707e-05,6.44737,53.3073,436.201,-104088,23087.6,2438.03,152.071,61.3754,-7.99201e-06
2492,3,-11.8127,-52.8518,504.902,-9718.38,42200.6,3780.24,-288.582,280.752,-1.26205e-05,8.27842,54.528,438.032,-104455,22965.5,2346.48,152.571,61.5369,-7.91653e-06
2492,4,-13.3386,-53.157,504.902,-8985.96,42200.6,3963.35,-288.582,282.203,-1.26205e-05,5.53184,53.6125,436.811,-102807,22965.5,2712.69,152.425,64.6432,-7.93865e-06
2493,0,-10.8972,-53.7674,504.292,-9352.17,42078.6,4146.45,-288.441,281.455,-1.25992e-05,6.44737,53.6125,437.422,-103905,22721.4,2346.48,153.056,62.46,-7.8433e-06
2493,1,-13.0334,-57.1243,504.292,-8619.74,42322.7,4329.56,-288.925,282.907,-1.26723e-05,6.44737,52.6969,436.811,-104088,23209.6,2346.48,151.866,61.7089,-8.02304e-06
2493,2,-13.3386,-53.4622,503.071,-9352.17,41956.5,4421.11,-288.401,281.41,-1.25932e-05,7.36289,53.0021,437.422,-104271,23209.6,2071.82,151.94,61.6228,-8.01185e-06
2493,3,-13.0334,-54.0725,503.682,-9352.17,42322.7,4604.21,-289.027,281.432,-1.26877e-05,7.36289,53.0021,436.201,-104088,23575.8,2529.59,150.952,61.3754,-8.16104e-06
2493,4,-15.4748,-53.4622,504.902,-9352.17,42322.7,4146.45,-288.824,281.477,-1.2657e-05,6.44737,53.9177,437.422,-104455,23087.6,2254.93,152.219,61.2042,-7.96971e-06
2494,0,-14.8645,-52.2415,504.292,-9901.48,42811,4329.56,-289.893,280.366,-1.28185e-05,5.22666,51.4762,437.422,-104455,23453.8,2346.48,151.382,61.2042,-8.09612e-06
2494,1,-11.2023,-54.6829,504.902,-8985.96,41712.3,4329.56,-287.615,282.203,-1.24745e-05,8.5836,53.9177,436.811,-104271,23331.7,2621.14,151.586,61.2897,-8.06524e-06
