Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1609,0,-3.25386,-77.3523,452.156,101025,22471.7,2572.28,-254.699,523.43,-7.50434e-06,-18.9124,70.1337,373.033,105218,12783,-3099.23,170.732,582.059,-5.17426e-06
1609,1,-3.86421,-75.8264,452.156,101025,21739.3,2846.94,-253.079,523.43,-7.25975e-06,-18.9124,69.2181,372.423,105401,12538.8,-3007.67,171.332,583.013,-5.08376e-06
1609,2,-2.64351,-77.6575,452.156,101208,21983.4,2572.28,-253.619,523.835,-7.34128e-06,-18.6072,69.8285,371.813,104851,12538.8,-3007.67,171.277,582,-5.09211e-06
1609,3,-4.16938,-78.573,452.156,100110,21373.1,2755.39,-252.269,521.405,-7.13746e-06,-17.9969,68.913,372.423,105218,12294.7,-2824.57,171.987,582.522,-4.98478e-06
1609,4,-3.86421,-76.4368,452.766,101025,21617.2,2389.17,-252.745,523.129,-7.20925e-06,-19.2176,70.1337,371.813,104851,12416.8,-3099.23,171.605,582,-5.04253e-06
1610,0,-3.86421,-77.6575,452.156,100476,22105.5,2846.94,-253.889,522.215,-7.38205e-06,-17.9969,69.2181,372.423,104851,12783,-2824.57,170.676,581.538,-5.18274e-06
1610,1,-4.77974,-78.8782,453.376,101941,21861.3,2480.73,-253.219,524.848,-7.28086e-06,-17.6917,70.1337,373.644,104851,12538.8,-2733.02,171.442,580.619,-5.06715e-06
1610,2,-2.33833,-77.9626,453.987,99560.3,22105.5,3213.15,-253.692,519.302,-7.35227e-06,-18.9124,69.2181,372.423,104485,12538.8,-2824.57,171.332,580.555,-5.08376e-06
1610,3,-3.25386,-75.2161,453.376,100110,21128.9,3213.15,-251.603,520.809,-7.03693e-06,-18.3021,69.8285,373.033,104851,12416.8,-2824.57,171.714,581.078,-5.02603e-06
1610,4,-4.47456,-76.7419,451.545,101025,21495.1,2938.49,-252.603,523.732,-7.18792e-06,-18.6072,69.8285,371.813,104668,12783,-2733.02,170.62,581.508,-5.19125e-06
1611,0,-2.94868,-77.9626,453.987,101391,21983.4,2755.39,-253.423,523.336,-7.31167e-06,-18.6072,70.744,371.813,104668,12905,-3099.23,170.292,581.508,-5.24083e-06
1611,1,-4.77974,-77.0471,453.376,100293,23082,2663.83,-255.911,521.213,-7.68741e-06,-18.6072,69.8285,373.033,104668,12783,-3099.23,170.732,580.587,-5.17426e-06
1611,2,-1.72798,-78.8782,454.597,101941,21495.1,2663.83,-252.284,524.244,-7.13967e-06,-19.5228,69.5233,373.033,104851,12172.6,-2092.15,172.369,581.078,-4.92721e-06
1611,3,-3.55903,-80.7092,452.766,101574,21739.3,2663.83,-253.014,524.342,-7.24996e-06,-18.3021,69.2181,373.033,104668,12783,-3373.89,170.732,580.587,-5.17426e-06
1611,4,-3.86421,-77.6575,452.766,101025,21861.3,2846.94,-253.284,523.129,-7.29067e-06,-19.5228,69.2181,373.033,104851,12538.8,-3007.67,171.387,581.078,-5.07544e-06
1612,0,-3.25386,-78.8782,453.376,100842,22105.5,2938.49,-253.757,522.424,-7.36217e-06,-18.9124,68.913,373.644,104668,12660.9,-2824.57,171.115,580.128,-5.11648e-06
1612,1,-4.77974,-77.9626,452.766,102307,21373.1,2938.49,-252.206,525.96,-7.12783e-06,-19.8279,68.3026,372.423,104851,12660.9,-2092.15,171.004,581.538,-5.13325e-06
1612,2,-2.94868,-76.7419,453.987,100842,21739.3,2755.39,-252.885,522.126,-7.23047e-06,-18.6072,68.913,373.644,103936,12783,-3007.67,170.788,578.168,-5.16581e-06
1612,3,-3.86421,-77.3523,454.597,101391,21739.3,2846.94,-252.821,523.036,-7.22076e-06,-18.6072,68.913,371.202,104851,12783,-2733.02,170.563,582.464,-5.19979e-06
1612,4,-3.55903,-78.2678,455.818,100842,22105.5,2480.73,-253.496,521.233,-7.32274e-06,-18.9124,68.6078,372.423,104851,13027.1,-3007.67,170.021,581.538,-5.28173e-06
1613,0,-3.86421,-78.8782,453.987,101208,21495.1,2114.52,-252.348,522.932,-7.14927e-06,-19.2176,67.9974,372.423,104851,12538.8,-2366.8,171.332,581.538,-5.08376e-06
1613,1,-2.64351,-79.4885,454.597,101208,21861.3,2663.83,-253.089,522.633,-7.26131e-06,-18.6072,69.2181,372.423,104302,12416.8,-2733.02,171.66,580.063,-5.03427e-06
1613,2,-3.25386,-77.9626,453.987,101574,21617.2,2663.83,-252.616,523.739,-7.18987e-06,-17.9969,68.6078,373.644,104851,13027.1,-2458.36,170.135,580.619,-5.26447e-06
1613,3,-3.86421,-78.8782,453.987,100842,20884.8,2755.39,-251.003,522.126,-6.94627e-06,-19.2176,68.6078,373.033,105034,12538.8,-2733.01,171.387,581.568,-5.07544e-06
1613,4,-5.08491,-78.8782,455.818,102307,22105.5,3030.04,-253.496,524.447,-7.32274e-06,-18.9124,68.6078,371.202,104668,12416.8,-2458.36,171.55,581.971,-5.05082e-06
1614,0,-3.55903,-78.8782,453.987,101025,21617.2,2572.28,-252.616,522.529,-7.18987e-06,-20.4383,67.9974,371.202,104485,12783,-2824.57,170.563,581.478,-5.19979e-06
