Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
927,0,-13.3247,-75.8264,418.586,94616.5,29918,7424.58,-276.474,526.038,-1.07922e-05,-20.4383,69.5233,409.655,90386,6191.16,-3740.1,189.887,520.64,-2.28202e-06
927,1,-11.1884,-77.9626,417.976,93517.8,29918,7882.34,-276.578,523.74,-1.0808e-05,-18.3021,70.744,410.875,90202.9,6191.16,-4472.52,189.932,519.538,-2.27524e-06
927,2,-10.5781,-77.3523,418.586,93151.6,30284.2,7333.02,-277.349,522.539,-1.09244e-05,-18.9124,69.8285,409.655,90386,6191.16,-4747.18,189.887,520.64,-2.28202e-06
927,3,-11.4936,-76.1316,416.755,92968.5,30162.1,7790.79,-277.374,523.077,-1.09281e-05,-18.9124,70.1337,409.655,90569.1,6191.16,-4655.62,189.887,521.087,-2.28202e-06
927,4,-11.7988,-74.9109,417.976,93517.8,30772.5,7699.23,-278.623,523.74,-1.11167e-05,-17.6917,70.744,410.265,90386,6313.23,-4380.97,189.612,520.311,-2.32355e-06
928,0,-11.7988,-75.8264,416.145,92785.4,29673.8,7882.34,-276.306,522.964,-1.0767e-05,-18.9124,69.5233,412.096,90386,6069.09,-4655.62,190.273,519.332,-2.22377e-06
928,1,-10.5781,-75.2161,418.586,93517.8,29918,7607.68,-276.474,523.413,-1.07922e-05,-17.9969,71.3544,410.265,90569.1,5824.95,-4564.07,190.802,520.758,-2.14384e-06
928,2,-9.35737,-75.8264,417.976,93517.8,30040,7790.79,-276.87,523.74,-1.08521e-05,-18.9124,70.744,409.655,90569.1,6313.23,-4380.97,189.589,521.087,-2.32701e-06
928,3,-10.2729,-75.5212,415.535,92968.5,29795.9,7699.23,-276.705,523.732,-1.08272e-05,-17.9969,69.8285,411.486,90569.1,5947.02,-4289.41,190.547,520.103,-2.18228e-06
928,4,-9.96772,-75.2161,416.145,92968.5,29551.8,8157,-276.013,523.404,-1.07227e-05,-18.6072,69.2181,410.265,90569.1,6435.3,-4564.07,189.314,520.758,-2.36848e-06
929,0,-12.4091,-76.7419,417.976,93884,30162.1,7790.79,-277.162,524.616,-1.08962e-05,-17.6917,70.744,409.655,90019.8,5947.02,-4014.76,190.483,519.746,-2.19203e-06
929,1,-9.66254,-75.8264,419.197,92236.1,29918,7790.79,-276.37,520.031,-1.07765e-05,-19.2176,70.744,409.655,90386,6435.3,-4655.62,189.291,520.64,-2.37201e-06
929,2,-11.1884,-74.6057,419.197,93334.7,29918,7973.89,-276.37,522.651,-1.07765e-05,-19.5228,70.1337,410.875,90386,6191.16,-4289.41,189.932,519.984,-2.27524e-06
929,3,-12.7143,-77.0471,417.366,93701,29918,7699.23,-276.683,524.506,-1.08238e-05,-17.9969,71.0492,410.875,91301.5,6069.09,-4564.07,190.229,522.212,-2.23038e-06
929,4,-12.1039,-77.0471,416.755,93701,30040,7699.23,-277.081,524.834,-1.08839e-05,-19.8279,69.8285,410.265,90202.9,6069.09,-4289.41,190.207,519.865,-2.2337e-06
930,0,-10.8832,-74.9109,416.755,92602.3,30162.1,7699.23,-277.374,522.198,-1.09281e-05,-17.9969,69.2181,409.655,90569.1,5824.95,-4289.41,190.781,521.087,-2.14704e-06
930,1,-11.7988,-77.3523,417.366,92968.5,29185.6,7699.23,-274.928,522.751,-1.05588e-05,-17.6917,69.2181,410.265,90569.1,6435.3,-4655.62,189.314,520.758,-2.36848e-06
930,2,-11.1884,-75.5212,417.976,93517.8,29795.9,7516.13,-276.286,523.74,-1.07639e-05,-19.2176,69.8285,410.875,90569.1,6191.16,-4197.86,189.932,520.43,-2.27524e-06
930,3,-11.1884,-77.0471,416.145,93151.6,29673.8,7699.23,-276.306,523.844,-1.0767e-05,-18.6072,70.1337,410.875,90386,6435.3,-4472.52,189.338,519.984,-2.36496e-06
930,4,-12.1039,-76.1316,418.586,92602.3,30162.1,7973.89,-277.057,521.226,-1.08803e-05,-19.5228,69.5233,409.655,90386,6435.3,-4655.62,189.291,520.64,-2.37201e-06
931,0,-10.5781,-74.9109,418.586,92419.2,30040,7973.89,-276.765,520.789,-1.08363e-05,-19.2176,70.1337,410.265,90935.3,6435.3,-4289.41,189.314,521.65,-2.36848e-06
931,1,-10.5781,-74.9109,416.755,93517.8,30040,7882.34,-277.081,524.395,-1.08839e-05,-19.2176,70.1337,410.265,90569.1,6435.3,-4472.52,189.314,520.758,-2.36848e-06
931,2,-10.8832,-74.6057,416.755,92236.1,29551.8,7973.89,-275.909,521.32,-1.0707e-05,-19.2176,69.5233,410.265,90386,6191.16,-4472.52,189.909,520.311,-2.27862e-06
931,3,-11.7988,-76.7419,418.586,92968.5,30162.1,7699.23,-277.057,522.101,-1.08803e-05,-18.6072,70.4388,410.875,90202.9,6313.23,-4472.52,189.635,519.538,-2.3201e-06
931,4,-11.7988,-75.8264,416.145,92968.5,29673.8,7516.13,-276.306,523.404,-1.0767e-05,-19.8279,69.5233,410.875,90019.8,6313.23,-4289.41,189.635,519.093,-2.3201e-06
932,0,-12.4091,-76.7419,418.586,93334.7,30040,7882.34,-276.765,522.976,-1.08363e-05,-18.9124,69.5233,407.823,90386,6435.3,-4106.31,189.22,521.63,-2.38266e-06
932,1,-13.935,-76.1316,418.586,93517.8,29795.9,7973.89,-276.182,523.413,-1.07482e-05,-19.2176,69.2181,409.044,90569.1,6435.3,-4380.97,189.267,521.417,-2.37555e-06
