Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
2495,0,-4.23408,-45.4907,415.391,106530,41860.1,180.009,-305.773,556.458,-1.52163e-05,-3.2923,48.125,408.248,12507.6,31259.8,2593.14,128.43,330.637,-1.15618e-05
2495,1,-4.23408,-47.9321,417.222,105798,41738,546.22,-305.038,553.577,-1.51053e-05,-2.98712,46.2939,408.859,12324.5,31626,2318.48,127.648,330.144,-1.16798e-05
2495,2,-5.45478,-47.0166,415.391,106530,42104.3,-3.0965,-306.361,556.458,-1.5305e-05,-2.37677,47.5146,409.469,12141.4,31015.6,2867.8,129.254,329.652,-1.14373e-05
2495,3,-4.53925,-46.4063,417.222,105798,42226.3,454.667,-306.208,553.577,-1.5282e-05,-2.98712,49.3457,409.469,12324.5,31381.8,2959.35,128.36,330.099,-1.15724e-05
2495,4,-3.31855,-46.7114,415.391,106164,41982.2,-3.09656,-306.067,555.576,-1.52607e-05,-3.2923,47.2095,408.859,12507.6,31626,2776.25,127.648,330.591,-1.16798e-05
2496,0,-3.31855,-46.1011,414.78,106164,41738,-3.09656,-305.627,555.952,-1.51942e-05,-2.68194,47.5146,409.469,12873.8,31503.9,2776.25,128.062,331.44,-1.16174e-05
2496,1,-7.28583,-47.3218,416.001,106347,42958.7,-94.6493,-308.266,555.641,-1.55927e-05,-2.07159,47.2095,409.469,12873.8,31381.8,2684.69,128.36,331.44,-1.15724e-05
2496,2,-5.75995,-47.627,415.391,106713,41982.2,-277.755,-306.067,556.898,-1.52607e-05,-2.98712,47.5146,409.469,12507.6,31381.8,2959.35,128.36,330.546,-1.15724e-05
2496,3,-4.84443,-47.627,414.78,105615,42592.5,-94.6494,-307.687,554.628,-1.55053e-05,-2.07159,47.5146,409.469,12507.6,31137.7,3234.01,128.956,330.546,-1.14823e-05
2496,4,-5.75995,-47.627,414.78,105798,41860.1,-186.202,-305.921,555.069,-1.52387e-05,-2.07159,47.2095,408.248,12690.7,31259.8,2684.69,128.43,331.086,-1.15618e-05
2497,0,-5.75995,-49.1528,414.17,105798,41738,88.4561,-305.775,555.445,-1.52166e-05,-2.37677,46.5991,408.248,12690.7,31259.8,2867.8,128.43,331.086,-1.15618e-05
2497,1,-4.23408,-46.1011,415.391,106530,41982.2,-94.6493,-306.067,556.458,-1.52607e-05,-2.37677,46.9043,408.859,12324.5,31015.6,2867.8,129.141,330.144,-1.14544e-05
2497,2,-5.75995,-48.2373,416.001,106530,41982.2,-3.0965,-305.918,556.081,-1.52383e-05,-0.545714,48.125,408.859,12690.7,31381.8,2684.69,128.245,331.039,-1.15896e-05
2497,3,-5.75995,-48.5425,414.78,107262,41738,271.562,-305.627,558.601,-1.51942e-05,-2.68194,47.5146,408.859,12507.6,31381.8,2410.03,128.245,330.591,-1.15896e-05
2497,4,-6.06513,-50.9839,414.78,105981,41616,271.562,-305.333,555.51,-1.51498e-05,-2.68194,48.4302,408.248,12324.5,31626,2776.25,127.532,330.189,-1.16973e-05
2498,0,-2.7082,-47.9321,416.001,106164,42226.3,363.114,-306.505,555.201,-1.53269e-05,-2.68194,46.5991,408.248,12324.5,31259.8,3050.9,128.43,330.189,-1.15618e-05
2498,1,-3.9289,-47.9321,416.001,107995,42592.5,-94.649,-307.386,559.603,-1.54598e-05,-2.98712,46.2939,408.859,12873.8,31259.8,3050.9,128.544,331.487,-1.15446e-05
2498,2,-6.06513,-49.458,416.001,107262,41493.9,88.4563,-304.745,557.842,-1.5061e-05,-1.15607,47.5146,409.469,12873.8,31381.8,2684.69,128.36,331.44,-1.15724e-05
2498,3,-3.31855,-47.9321,416.001,106164,41616,-186.202,-305.038,555.201,-1.51053e-05,-2.07159,46.5991,409.469,13056.9,31381.8,2684.69,128.36,331.887,-1.15724e-05
2498,4,-3.01337,-47.627,414.17,107079,42592.5,180.009,-307.838,558.54,-1.55282e-05,-2.07159,46.9043,408.859,12507.6,31381.8,2776.25,128.245,330.591,-1.15896e-05
2499,0,-5.1496,-49.1528,414.78,107079,42226.3,-186.202,-306.804,558.159,-1.5372e-05,-1.46124,46.5991,408.859,12324.5,31381.8,2593.14,128.245,330.144,-1.15896e-05
2499,1,-4.53925,-48.2373,414.17,106347,42104.3,88.4562,-306.659,556.771,-1.53501e-05,-1.76642,46.9043,408.248,12324.5,31381.8,2867.8,128.13,330.189,-1.1607e-05
2499,2,-2.40302,-46.7114,415.391,106530,42226.3,271.562,-306.654,556.458,-1.53494e-05,-1.46124,47.2095,410.079,12690.7,31503.9,2684.69,128.176,330.947,-1.16001e-05
2499,3,-4.84443,-47.0166,414.17,105798,41738,-3.09661,-305.775,555.445,-1.52166e-05,-2.37677,46.5991,408.859,12507.6,31137.7,2867.8,128.842,330.591,-1.14995e-05
